Some of this controversy relates to	<UNKNOWN>	this score-centric approach has led to performing styles that emphasize metrically strict block-rhythms ( just as the music is notated in the score ) .	1
"Yet the opposite trend -- admiration of performers for new `` interpretations '' of the composer 's work -- can be seen ,"	<UNKNOWN>	it is not unknown for a composer to praise a performer for achieving a better realization of the original intent than the composer was able to imagine .	0
"During the 1990s , several research papers and popular books wrote on what came to be called the `` Mozart effect '' : an observed temporary , small elevation of scores on certain tests"	<UNKNOWN>	listening to Mozart 's works .	1
It is music that has been composed by musicians who are trained in the art of writing music ( composing ) and written down in music notation	<UNKNOWN>	other musicians can play it .	1
In recent European history the 18th century was known	<UNKNOWN>	"the Classical Period because musicians , artists , writers and philosophers were inspired by the art forms of the Classical Period of Ancient Greece and Rome ."	0
"Opera singers , in particular , have"	<UNKNOWN>	very powerful voices which will be heard over the orchestra and project right to the back of an opera house .	0
"The trombone and the triangle have hardly changed for hundreds of years , but the violin family developed from folk instruments such as fiddles"	<UNKNOWN>	gradually replaced the viols to form the basis of the modern orchestra .	0
"Most popular music is based on song form , but classical music has many different forms , some of which can be used over a long time span"	<UNKNOWN>	big compositions .	0
"Most popular music is based on song form , but classical music has"	<UNKNOWN>	"different forms , some of which can be used over a long time span to make big compositions ."	0
"At this time many composers felt that everything had already been done by the composers of the past ,"	<UNKNOWN>	they wanted to find new ways of composing .	2
Today 's composers have combined some of these ideas	<UNKNOWN>	their own styles .	2
"This shows that classical music , like other kinds of music , continues"	<UNKNOWN>	and reflect the society from which it comes .	0
"The processing element carries out arithmetic and logic operations , and a sequencing and control unit can change the order of operations"	<UNKNOWN>	stored information .	0
"The processing element carries out arithmetic and logic operations ,"	<UNKNOWN>	a sequencing and control unit can change the order of operations in response to stored information .	0
"Peripheral devices allow information to be retrieved from an external source , and"	<UNKNOWN>	operations saved and retrieved .	1
"The Antikythera mechanism is believed to be the earliest mechanical analog `` computer '' ,"	<UNKNOWN>	Derek J. de Solla Price .	2
"The Engine incorporated an arithmetic logic unit , control flow in the form of conditional branching and loops , and integrated memory ,"	<UNKNOWN>	it the first design for a general-purpose computer that could be described in modern terms as Turing-complete .	2
"Babbage 's failure to complete the analytical engine can be chiefly attributed to difficulties not only of politics and financing , but also to his desire"	<UNKNOWN>	an increasingly sophisticated computer and to move ahead faster than anyone else could follow .	0
He proved that some	<UNKNOWN>	machine would be capable of performing any conceivable mathematical computation if it were representable as an algorithm .	0
"As soon as the SSEM had demonstrated the feasibility of its design , a project was initiated at the university"	<UNKNOWN>	"it into a more usable computer , the Manchester Mark 1 ."	0
"However , the machine did make use of valves to generate its 125 kHz clock waveforms and in the circuitry to read and write on its magnetic drum memory ,"	<UNKNOWN>	it was not the first completely transistorized computer .	2
"Furthermore , jump instructions may be made to happen conditionally so that different sequences of instructions may be used depending on"	<UNKNOWN>	some previous calculation or some external event .	2
"Furthermore , jump instructions may be made to happen conditionally"	<UNKNOWN>	different sequences of instructions may be used depending on the result of some previous calculation or some external event .	0
"Similarly , a computer may sometimes go back and repeat the instructions in some section of the program over"	<UNKNOWN>	over again until some internal condition is met .	0
"While it is possible to write computer programs as long lists of numbers ( machine language ) and while this technique was used with many early computers , it is extremely tedious"	<UNKNOWN>	"potentially error-prone to do so in practice , especially for complicated programs ."	0
They are purely written languages and are often	<UNKNOWN>	to read aloud .	0
"Though considerably easier than in machine language , writing long programs in assembly language is often"	<UNKNOWN>	and is also error prone .	0
As problems become larger	<UNKNOWN>	"more complex , features such as subprograms , modules , formal documentation , and new paradigms such as object-oriented programming are encountered ."	0
"But in some cases , they"	<UNKNOWN>	"the program or the entire system to `` hang , '' becoming unresponsive to input such as mouse clicks or keystrokes , to completely fail , or to crash ."	2
"Since computers merely execute the instructions they are given , bugs are nearly always"	<UNKNOWN>	programmer error or an oversight made in the program 's design .	2
Each circuit represents a bit ( binary digit ) of information	<UNKNOWN>	"when the circuit is on it represents a `` 1 '' , and when off it represents a `` 0 '' ( in positive logic representation ) ."	2
"Each circuit represents a bit ( binary digit ) of information so that when the circuit is on it represents a `` 1 '' , and"	<UNKNOWN>	off it represents a `` 0 '' ( in positive logic representation ) .	0
The circuits are arranged in logic gates	<UNKNOWN>	one or more of the circuits may control the state of one or more of the other circuits .	2
Adding 100 to the program counter would	<UNKNOWN>	the next instruction to be read from a place 100 locations further down the program .	2
"It is typically much slower than conventional ROM and RAM however ,"	<UNKNOWN>	its use is restricted to applications where high speed is unnecessary .	2
"One means by which this is done is with a special signal called an interrupt , which can periodically"	<UNKNOWN>	the computer to stop executing instructions where it was and do something else instead .	2
"Seemingly , multitasking would"	<UNKNOWN>	"a computer that is switching between several programs to run more slowly , in direct proportion to the number of programs it is running , but most programs spend much of their time waiting for slow input/output devices to complete their tasks ."	2
This frees up time for other programs to execute	<UNKNOWN>	many programs may be run simultaneously without unacceptable speed loss .	2
Multiprocessor and multi-core ( multiple CPUs on a single integrated circuit ) personal and laptop computers are now	<UNKNOWN>	"available , and are being increasingly used in lower-end markets as a result ."	2
A number of projects	<UNKNOWN>	computers based on the stored-program architecture started around this time .	0
One of the most important jobs that computers do	<UNKNOWN>	people is helping with communication .	0
Many projects try to send working computers to developing nations	<UNKNOWN>	"they can be re-used and will not become waste as quickly , as most people do not need to run new programs ."	2
Many projects try to send working computers to developing nations so they can be re-used and will	<UNKNOWN>	"become waste as quickly , as most people do not need to run new programs ."	0
An election was underway in the U.S.	<UNKNOWN>	the White House had denied Republican charges that it was ignoring dangerous Soviet missiles 90 miles from Florida .	0
It announced that they would not permit offensive weapons to be delivered to Cuba and demanded that the weapons already in Cuba be dismantled	<UNKNOWN>	returned to the USSR .	2
The first problem that	<UNKNOWN>	"the pause in reconnaissance flights took place on August 30 , when a U-2 operated by the US Air Force 's Strategic Air Command flew over Sakhalin Island in the Soviet Far East by mistake ."	2
"However , this was followed at 9:24 pm by a telegram from Khrushchev to Kennedy which was received at 10:52 pm EDT , in which Khrushchev stated , `` if you weigh the present situation with a cool head without giving way to passion , you will understand that the Soviet Union can not afford not to decline the despotic demands of the USA ''"	<UNKNOWN>	the Soviet Union views the blockade as `` an act of aggression '' and their ships will be instructed to ignore it .	0
"However , this was followed at 9:24 pm by a telegram from Khrushchev to Kennedy which was received at 10:52 pm EDT , in which Khrushchev stated , `` if you weigh the present situation with a cool head without giving way to passion , you will understand that the Soviet Union can"	<UNKNOWN>	afford not to decline the despotic demands of the USA '' and that the Soviet Union views the blockade as `` an act of aggression '' and their ships will be instructed to ignore it .	0
Twenty-three nuclear-armed B-52s were sent to orbit points within striking distance of the Soviet Union	<UNKNOWN>	the latter might observe that the U.S. was serious .	1
"On October 25 at 1:45 am EDT , Kennedy responded to Khrushchev 's telegram , stating that the U.S. was forced into action"	<UNKNOWN>	"receiving repeated assurances that no offensive missiles were being placed in Cuba , and that when these assurances proved to be false , the deployment `` required the responses I have announced ..."	0
"At 6:45 pm EDT , news of Fomin 's offer to Scali was finally heard and was interpreted"	<UNKNOWN>	a `` set up '' for the arrival of Khrushchev 's letter .	2
"At 10:00 am EDT , the executive committee met again to discuss the situation and came to the conclusion that the change in the message was"	<UNKNOWN>	internal debate between Khrushchev and other party officials in the Kremlin .	1
"Italy 's Prime Minister Fanfani , who was also Foreign Minister `` ad interim '' , offered to allow withdrawal of the missiles deployed in Apulia"	<UNKNOWN>	a bargaining chip .	0
"Kennedy had earlier claimed he would order an attack on such sites if fired upon , but he decided to"	<UNKNOWN>	act unless another attack was made .	0
"He went on to claim that an invasion was only hours away , at which point Fomin stated that a"	<UNKNOWN>	"the US message was expected from Khrushchev shortly , and he urged Scali to tell the State Department that no treachery was intended ."	2
"On October 27 , after much deliberation between the Soviet Union and Kennedy 's cabinet , Kennedy secretly agreed to remove all missiles set in southern Italy and in Turkey , the latter on the border of the Soviet Union , in exchange"	<UNKNOWN>	Khrushchev removing all missiles in Cuba .	0
"Khrushchev stated that , `` the Soviet government , in addition to previously issued instructions on the cessation of further work at the building sites for the weapons , has issued a new order on the dismantling of the weapons which you describe as ` offensive '"	<UNKNOWN>	their crating and return to the Soviet Union . ''	0
"Kennedy immediately responded , issuing a statement calling the letter `` an important"	<UNKNOWN>	constructive contribution to peace . ''	0
"The practical effect of this Kennedy-Khrushchev Pact was that it effectively strengthened Castro 's position in Cuba , guaranteeing that the U.S. would"	<UNKNOWN>	invade Cuba .	0
"'' :10 The half-hearted invasion left Soviet premier Nikita Khrushchev and his advisers with the impression that Kennedy was indecisive and , as one Soviet adviser wrote , `` too young , intellectual , not prepared well"	<UNKNOWN>	decision making in crisis situations ... too intelligent and too weak '' .	0
Castro asked Krushchev for missile sites to be built on Cuba	<UNKNOWN>	he could defend himself against any American threat .	2
"His options were not clear at first ,"	<UNKNOWN>	he started EXCOMM ( Executive Committee of the National Security Council ) so they would give him some options .	2
"His options were not clear at first , so he started EXCOMM ( Executive Committee of the National Security Council )"	<UNKNOWN>	they would give him some options .	2
Kennedy then sent an official letter to Khrushchev agreeing to the conditions of the first letter and	<UNKNOWN>	mentioning the second .	0
"In June 1967 , Barenboim"	<UNKNOWN>	"his then fiancée Du Pré gave concerts in Jerusalem , Tel Aviv , Haifa and Beersheba before and during the Six-Day War ."	0
"In the autumn of 2006 , Barenboim"	<UNKNOWN>	the Charles Eliot Norton Lectures at Harvard University entitled ` Sound and Thought ' .	0
"He called Wagner 's anti-Semitism obviously `` monstrous , '' and feels it must be faced , but argues that `` Wagner did not"	<UNKNOWN>	the Holocaust . ''	2
"In a 2012 interview with Der Spiegel , Barenboim said , `` It saddens me that official Israel"	<UNKNOWN>	"doggedly refuses to allow Wagner to be performed -- as was the case , once again , at the University of Tel Aviv two weeks ago -- because I see it as a symptom of a disease ."	0
"In 1967 , at the start of the Six-Day War , Barenboim and du Pré had performed for the Israeli troops on the front lines ,"	<UNKNOWN>	well as during the Yom Kippur war in 1973 .	0
"In January 2009 , Barenboim cancelled two concerts of the West -- Eastern Divan Orchestra in Qatar and Cairo `` due to the escalating violence in Gaza and the"	<UNKNOWN>	concerns for the musicians ' safety . `'	2
In his speech Barenboim said : `` Everyone has to understand that the Palestinian cause is a just	<UNKNOWN>	therefore it can be only given justice if it is achieved without violence .	0
He is particularly important	<UNKNOWN>	his work with the West-Eastern Divan Orchestra which works with young Arab and Israeli musicians .	1
"During the rule of the Stuarts , England fought the English Civil War ,"	<UNKNOWN>	"the execution of King Charles I ( 1649 ) and the establishment of a series of republican governments , first a Parliamentary republic known as the Commonwealth of England ( 1649-1653 ) , then a military dictatorship under Oliver Cromwell known as The Protectorate ( 1653-1659 ) ."	2
"Following a process of decolonisation in the 20th century , mainly"	<UNKNOWN>	"the weakening of Great Britain 's power in the two World Wars , almost all of the empire 's oversea territories became independent countries ."	1
It is not known whether this was	<UNKNOWN>	"a substantial folk movement or native adoption of foreign practices , nor are these two models mutually exclusive ."	0
"Contact with the continent was generally at a lower point than in the Bronze Age , although it was"	<UNKNOWN>	insignificant .	0
"The precise nature of these invasions has not been fully determined , with doubts being cast on the legitimacy of historical accounts"	<UNKNOWN>	a lack of archaeological finds .	1
"Gildas Sapiens ' `` De Excidio et Conquestu Britanniae '' , composed in the 6th century , states that when the Roman army departed the Isle of Britannia in the 4th century CE , the indigenous Britons were invaded by Picts , their neighbours to the north ( now Scotland ) and the Scots ("	<UNKNOWN>	Ireland ) .	0
Northumbria extended its control north into Scotland	<UNKNOWN>	west into Wales .	0
That Offa could summon the resources	<UNKNOWN>	Offa 's Dyke is testament to his power .	0
"Alfred 's success was sustained by his son Edward , whose decisive victories over the Danes in East Anglia in 910"	<UNKNOWN>	911 were followed by a crushing victory at Tempsford in 917 .	0
His solution was to pay the Danes off : for almost 20 years he paid increasingly large sums to the Danish nobles	<UNKNOWN>	to keep them from English coasts .	1
"However , Æthelred 's son Edmund II Ironside died shortly"	<UNKNOWN>	", allowing Canute , Sweyn 's son , to become king of England ."	2
Edward 's failure to produce an heir	<UNKNOWN>	a furious conflict over the succession on his death in 1066 .	2
"His struggles for power against Godwin , Earl of Wessex , the claims of Canute 's Scandinavian successors , and the ambitions of the Normans whom Edward introduced to English politics to bolster his own position"	<UNKNOWN>	each to vie for control Edward 's reign .	2
"By far the strongest hereditary claim was that of Edgar the Ætheling , but his youth and apparent lack of powerful supporters"	<UNKNOWN>	"him to be passed over , and he did not play a major part in the struggles of 1066 , though he was made king for a short time by the Witan after the death of Harold Godwinson ."	2
"An English textile industry was established in the 15th century ,"	<UNKNOWN>	the basis for rapid English capital accumulation .	0
"Because he had sealed under duress , however , John received approval from the Pope to break his word as soon as hostilities had ceased , provoking the First Barons ' War and an invited French invasion by Prince Louis of France ( whom the majority of the English barons had invited to replace John on the throne"	<UNKNOWN>	had him proclaimed king in London in May 1216 ) .	0
"In addition to fighting the Second Barons ' War , Henry III made war against Saint Louis and was defeated during the Saintonge War , yet Louis IX did"	<UNKNOWN>	"capitalise on his victory , respecting his opponent 's rights ."	0
He conquered Wales and attempted	<UNKNOWN>	"a succession dispute to gain control of the Kingdom of Scotland , though this developed into a costly and drawn-out military campaign ."	0
Edward was eventually captured and charged with	<UNKNOWN>	his coronation oath .	0
"After defeating , but not subjugating , the Kingdom of Scotland , he declared himself rightful heir to the French throne in 1338 , but his claim was denied"	<UNKNOWN>	the Salic law .	1
"Edward 's later years , however , were marked by international failure and domestic strife , largely"	<UNKNOWN>	his inactivity and poor health .	1
"Edward 's later years , however , were marked by international failure and domestic strife , largely as a result of his inactivity"	<UNKNOWN>	poor health .	1
The Regency Council attempted to install Henry VI	<UNKNOWN>	"the King of France , as provided by the Treaty of Troyes signed by his father Henry V , and led English forces to take over areas of France ."	0
It appeared they might succeed	<UNKNOWN>	"the poor political position of the son of King Charles VI , who had claimed to be the rightful king as King Charles VII of France ."	1
"Henry 's cousin , who deposed him in 1461 and"	<UNKNOWN>	"Edward IV , went a little way to restoring this power ."	0
With his crown impoverished	<UNKNOWN>	"his hold on power insecure , Henry had no desire to go to war ."	0
He quickly reached an understanding with the French	<UNKNOWN>	"renounced all claims to their territory except the port of Calais , realizing also that nothing could be done to stop them from incorporating the Duchy of Brittany ."	0
Henry 's lavish court	<UNKNOWN>	drained the treasury of the fortune he had inherited .	0
"Gradually , he came"	<UNKNOWN>	a disliking of his new queen for her strange behaviour .	0
"Afterwards , she was beheaded along with five men ( her brother included )"	<UNKNOWN>	adultery with her .	1
"The marriage was then declared invalid ,"	<UNKNOWN>	"Elizabeth , just like her half sister , became a bastard ."	2
"Northumberland made plans to place Lady Jane Grey on the throne and marry her to his son ,"	<UNKNOWN>	he could remain the power behind the throne .	2
"This wedding also had the effect of provoking the hostility of the French ,"	<UNKNOWN>	at war with Spain and now alarmed at the prospect of being completely encircled by the Habsburgs .	0
"The era is most famous for theatre , as William Shakespeare"	<UNKNOWN>	many others composed plays that broke free of England 's past style of theatre .	0
"England during this period had a centralised , well-organised , and effective government , largely a"	<UNKNOWN>	of the reforms of Henry VII and Henry VIII .	2
"Several assassination attempts were made on James , notably the Main Plot and Bye Plots of 1603 , and most famously , on 5 November 1605 , the Gunpowder Plot , by a group of Catholic conspirators , led by Sir Robert Catesby , which"	<UNKNOWN>	more antipathy in England towards the Catholic faith .	2
The English merchants holding plantations in the warm southern parts of America	<UNKNOWN>	resorted rather quickly to the slavery of Native Americans and imported Africans in order to cultivate their plantations and sell raw material ( particularly cotton and tobacco ) in Europe .	2
"The First English Civil War broke out in 1642 , largely"	<UNKNOWN>	"an ongoing series of conflicts between James ' son , Charles I , and Parliament ."	1
"In 1680 , the Exclusion crisis occurred"	<UNKNOWN>	"widespread objections to a Catholic serving as the King of England , since James was the heir presumptive to Charles , who was the king at that time ."	1
The Acts of Union between the Kingdom of England	<UNKNOWN>	"the Kingdom of Scotland were a pair of Parliamentary Acts passed by both parliaments in 1707 , which dissolved them in order to form a Kingdom of Great Britain governed by a unified Parliament of Great Britain according to the Treaty of Union ."	0
"By 1888 , it was clear that the piecemeal system that had developed over the previous century"	<UNKNOWN>	the vastly increased need for local administration could no longer cope .	1
"Furthermore , the increased `` county business '' could"	<UNKNOWN>	"be handled by the Quarter Sessions , nor was it appropriate to do so ."	0
"The act called for the creation of statutory counties , based on the ancient/historic counties , but completely corrected for enclaves and exclaves , and adjusted"	<UNKNOWN>	all settlements were completely within a single county .	2
"However , it was felt that large cities and primarily rural areas in the same county could"	<UNKNOWN>	be well administered by the same body .	0
"The urban and rural districts were based upon , and incorporated the sanitary districts which had been created in 1875 ( with adjustments ,"	<UNKNOWN>	districts did not overlap two counties ) .	2
"While the 1997 Labour government devolved power to Wales , Scotland and Northern Ireland , it refused to created a devolved Assembly or parliament"	<UNKNOWN>	"England , planning instead to introduce eight regional assemblies around England to devolve power to the regions ."	0
In five shire counties the functions of the county and district councils were combined into a single authority ;	<UNKNOWN>	two counties the powers of the county council were absorbed into a significantly reduced number of districts .	0
"The defeat of King Harold Godwinson at the Battle of Hastings in 1066 against Duke William II of Normandy , later called William I of England , and the following Norman conquest of England"	<UNKNOWN>	important changes in the history of Britain .	2
More than 9 million combatants and 7 million civilians died	<UNKNOWN>	"the war , a casualty rate exacerbated by the belligerents ' technological and industrial sophistication , and tactical stalemate ."	1
Although Italy had also been a member of the Triple Alliance alongside Germany	<UNKNOWN>	"Austria-Hungary , it did not join the Central Powers , as Austria-Hungary had taken the offensive against the terms of the alliance ."	0
"On 28 July , the Austro-Hungarians declared war on Serbia and"	<UNKNOWN>	invaded .	2
"This , however ,"	<UNKNOWN>	"with weakened states , economic depression , renewed European nationalism , and the German feeling of humiliation contributing to the rise of Nazism ."	0
"From the time of its start until the approach of World War II , it was called simply the World War or the Great War"	<UNKNOWN>	thereafter the First World War or World War I.	0
"In the 19th century , the major European powers had gone to great lengths to maintain a balance of power throughout Europe ,"	<UNKNOWN>	the existence of a complex network of political and military alliances throughout the continent by 1900 .	2
"This agreement failed because Austria-Hungary and Russia could not agree over Balkan policy , leaving Germany"	<UNKNOWN>	"Austria-Hungary in an alliance formed in 1879 , called the Dual Alliance ."	0
German industrial and economic power had grown greatly	<UNKNOWN>	unification and the foundation of the Empire in 1871 following the Franco-Prussian War .	0
"However , in Sarajevo itself , Austrian authorities encouraged violence against the Serb residents ,"	<UNKNOWN>	"the Anti-Serb riots of Sarajevo , in which Croats and Bosnian Muslims killed two ethnic Serbs and damaged numerous Serb-owned buildings ."	2
"The next day , after the Council of Ministers of Russia was held under the chairmanship of the Tsar at Krasnoe Selo , Russia ordered general mobilization for Odessa , Kiev , Kazan and Moscow military districts and fleets of the Baltic"	<UNKNOWN>	the Black Sea .	0
"This would march German armies through northern Belgium and into France ,"	<UNKNOWN>	to encircle the French army and then breach the ` second defensive area ' of the fortresses of Verdun and Paris and the Marne river .	0
"While the Russian invasion failed , it"	<UNKNOWN>	"the diversion of German troops to the east , allowing the tactical Allied victory at the First Battle of the Marne ."	2
This meant that Germany	<UNKNOWN>	to achieve its objective of avoiding a long two-front war .	0
"The Indian Army in fact outnumbered the British Army at the beginning of the war ; about 1.3 million Indian soldiers and labourers served in Europe , Africa ,"	<UNKNOWN>	"the Middle East , while the central government and the princely states sent large supplies of food , money , and ammunition ."	0
"Casualties of Indian soldiers totalled 47,746 killed"	<UNKNOWN>	"65,126 wounded during World War I."	0
Commanders on both sides failed	<UNKNOWN>	tactics for breaching entrenched positions without heavy casualties .	0
"These years of trench warfare in the West saw no major exchanges of territory and , as a"	<UNKNOWN>	", are often thought of as static and unchanging ."	2
"At the start of the war , the German Empire had cruisers scattered across the globe , some of which were"	<UNKNOWN>	used to attack Allied merchant shipping .	0
Since there was limited	<UNKNOWN>	"this tactic , Germany expected a similar response to its unrestricted submarine warfare ."	0
"Since there was limited response to this tactic , Germany expected a similar"	<UNKNOWN>	its unrestricted submarine warfare .	0
This tactic made it	<UNKNOWN>	"for U-boats to find targets , which significantly lessened losses ; after the hydrophone and depth charges were introduced , accompanying destroyers could attack a submerged submarine with some hope of success ."	0
The Ottomans and Germans were aided by Kurdish	<UNKNOWN>	"Azeri forces , together with a large number of major Iranian tribes , such as the Qashqai , Tangistanis , Luristanis , and Khamseh , while the Russians and British had the support of Assyrian and Armenian forces ."	0
"Nicholas planned a railway from Russian Georgia to the conquered territories ,"	<UNKNOWN>	fresh supplies could be brought up for a new offensive in 1917 .	2
"Field Marshal Luigi Cadorna , a staunch proponent of the frontal assault , had dreams of"	<UNKNOWN>	"into the Slovenian plateau , taking Ljubljana and threatening Vienna ."	0
"In the summer of 1916 ,"	<UNKNOWN>	"the Battle of Doberdò , the Italians captured the town of Gorizia ."	0
"When the Entente Powers promised Romania large territories of eastern Hungary ( Transylvania and Banat ) , which had a large Romanian population , in exchange for Romania 's declaring war on the Central Powers , the Romanian government renounced its neutrality"	<UNKNOWN>	", on 27 August 1916 , the Romanian Army launched an attack against Austria-Hungary , with limited Russian support ."	0
"Fighting in Moldova continued in 1917 ,"	<UNKNOWN>	a costly stalemate for the Central Powers .	2
Russian withdrawal from the war in late 1917	<UNKNOWN>	the October Revolution meant that Romania was forced to sign an armistice with the Central Powers on 9 December 1917 .	1
"The treaty was renounced in October 1918 by the Alexandru Marghiloman government ,"	<UNKNOWN>	Romania nominally re-entered the war on 10 November 1918 .	2
"Despite this enormous apparent German success , the manpower required for German occupation of former Russian territory may have contributed to the failure of the Spring Offensive"	<UNKNOWN>	secured relatively little food or other materiel for the Central Powers war effort .	0
While the Allies debated a	<UNKNOWN>	"Wilson 's offer , the Germans chose to rebuff it in favour of `` a direct exchange of views '' ."	0
"To Wilson , the Entente powers stated that they would not start peace negotiations until the Central powers evacuated all occupied Allied territories and provided indemnities"	<UNKNOWN>	all damage which had been done .	0
"However , appeals to patriotism and duty , as well as mass arrests"	<UNKNOWN>	"trials , encouraged the soldiers to return to defend their trenches , although the French soldiers refused to participate in further offensive action ."	0
"When the negotiations failed , his attempt was revealed to Germany"	<UNKNOWN>	a diplomatic catastrophe .	2
This situation was not helped by the now stretched supply lines	<UNKNOWN>	their rapid advance over devastated ground .	1
"German casualties between March and April 1918 were 270,000 , including"	<UNKNOWN>	highly trained storm troopers .	0
"This resulted in the stab-in-the-back legend , which attributed Germany 's defeat not to its inability to continue fighting ( even though up to a million soldiers were suffering from the 1918 flu pandemic"	<UNKNOWN>	"unfit to fight ) , but to the public 's failure to respond to its `` patriotic calling '' and the supposed intentional sabotage of the war effort , particularly by Jews , Socialists , and Bolsheviks ."	0
"Austria-Hungary was partitioned into several successor states , including Austria , Hungary , Czechoslovakia"	<UNKNOWN>	"Yugoslavia , largely but not entirely along ethnic lines ."	0
"By the end of the war , starvation"	<UNKNOWN>	"famine had killed approximately 100,000 people in Lebanon ."	1
"By 1922 , there were between 4.5 million and 7 million homeless children in Russia"	<UNKNOWN>	"nearly a decade of devastation from World War I , the Russian Civil War , and the subsequent famine of 1920 -- 1922 ."	1
"According to various sources ,"	<UNKNOWN>	"hundred thousand Greeks died during this period , which was tied in with the Greek Genocide ."	0
"Infantry formations were reorganised ,"	<UNKNOWN>	"100-man companies were no longer the main unit of manoeuvre ; instead , squads of 10 or so men , under the command of a junior NCO , were favoured ."	0
"In 1914 , cannons were positioned in the front line"	<UNKNOWN>	fired directly at their targets .	0
The large number of head wounds	<UNKNOWN>	"exploding shells and fragmentation forced the combatant nations to develop the modern steel helmet , led by the French , who introduced the Adrian helmet in 1915 ."	1
The large number of head wounds caused by exploding shells and fragmentation forced the combatant nations	<UNKNOWN>	"the modern steel helmet , led by the French , who introduced the Adrian helmet in 1915 ."	2
Few war casualties were	<UNKNOWN>	"gas , as effective countermeasures to gas attacks were quickly created , such as gas masks ."	1
"Within a year , the British were fielding tanks by the hundreds , and they showed their potential during the Battle of Cambrai in November 1917 , by"	<UNKNOWN>	"the Hindenburg Line , while combined arms teams captured 8,000 enemy soldiers and 100 guns ."	0
"Although not of high tactical value , the flamethrower was a powerful , demoralising weapon that"	<UNKNOWN>	terror on the battlefield .	1
"Balloons commonly had a crew of two , equipped with parachutes ,"	<UNKNOWN>	if there was an enemy air attack the crew could parachute to safety .	1
"The Germans conducted air raids on England during 1915 and 1916 with airships , hoping to damage British morale and"	<UNKNOWN>	"aircraft to be diverted from the front lines , and indeed the resulting panic led to the diversion of several squadrons of fighters from France ."	2
"For example , the British had over 180,000 chemical weapons casualties during the war , and up to one-third of American casualties were"	<UNKNOWN>	them .	1
"An estimated 100,000 -- 260,000 civilian casualties were"	<UNKNOWN>	"chemical weapons during the conflict and tens of thousands of more ( along with military personnel ) died from scarring of the lungs , skin damage , and cerebral damage in the years after the conflict ended ."	1
Many commanders on both sides knew that such weapons would cause major harm to civilians as wind would blow poison gases into nearby civilian towns but nonetheless continued	<UNKNOWN>	them throughout the war .	0
Many commanders on both sides knew that such weapons would	<UNKNOWN>	major harm to civilians as wind would blow poison gases into nearby civilian towns but nonetheless continued to use them throughout the war .	2
British Field Marshal Sir Douglas Haig wrote in his diary : `` My officers and I were aware that such weapons would	<UNKNOWN>	"harm to women and children living in nearby towns , as strong winds were common in the battlefront ."	1
"The German army executed over 6,500 French"	<UNKNOWN>	"Belgian civilians between August and November 1914 , usually in near-random large-scale shootings of civilians ordered by junior German officers ."	0
Individual surrenders were uncommon ; large units	<UNKNOWN>	surrendered en masse .	0
"When the besieged garrison of Kaunas surrendered in 1915 , some 20,000 Russians"	<UNKNOWN>	"prisoners , at the battle near Przasnysz ( February -- March 1915 ) 14,000 Germans surrendered to Russians , at the First Battle of the Marne about 12,000 Germans surrendered to the Allies ."	2
"Some 11,800 British Empire soldiers , most of them Indians , became prisoners"	<UNKNOWN>	"the Siege of Kut in Mesopotamia in April 1916 ; 4,250 died in captivity ."	0
"In Russia , when the prisoners from the Czech Legion of the Austro-Hungarian army were released in 1917 , they re-armed themselves"	<UNKNOWN>	briefly became a military and diplomatic force during the Russian Civil War .	0
They were released only	<UNKNOWN>	many approaches by the Red Cross to the Allied Supreme Council .	1
"In the Middle East , Arab nationalism soared in Ottoman territories"	<UNKNOWN>	"the rise of Turkish nationalism during the war , with Arab nationalist leaders advocating the creation of a pan-Arab state ."	0
"However , the Italian Socialist Party decided to oppose the war after anti-militarist protestors were killed ,"	<UNKNOWN>	a general strike called Red Week .	2
The UK government placed Ireland under martial law	<UNKNOWN>	"the Easter Rising ; although , once the immediate threat of revolution had dissipated , the authorities did try to make concessions to nationalist feeling ."	1
"The UK government placed Ireland under martial law in response to the Easter Rising ; although , once the immediate threat of revolution had dissipated , the authorities did try"	<UNKNOWN>	concessions to nationalist feeling .	0
"In Britain , 16,000 people asked"	<UNKNOWN>	conscientious objector status .	0
"In Australia , a sustained pro-conscription campaign by Billy Hughes , the Prime Minister ,"	<UNKNOWN>	"a split in the Australian Labor Party , so Hughes formed the Nationalist Party of Australia in 1917 to pursue the matter ."	2
"Historian Samuel Hynes explained : This has become the most common perception of World War I , perpetuated by the art , cinema , poems , and stories published"	<UNKNOWN>	.	0
"Likewise , the art of Paul Nash , John Nash , Christopher Nevinson , and Henry Tonks in Britain painted a negative view of the conflict in keeping with the growing perception , while popular war-time artists such as Muirhead Bone painted more serene and pleasant interpretations"	<UNKNOWN>	rejected as inaccurate .	2
"They have dynamically changed according to contemporary influences , reflecting in the 1950s perceptions of the war"	<UNKNOWN>	`` aimless '' following the contrasting Second World War and emphasising conflict within the ranks during times of class conflict in the 1960s .	0
"For years afterwards , people mourned the dead , the missing ,"	<UNKNOWN>	the many disabled .	0
"Furthermore , it was common for Germans in the 1930s to justify acts of aggression"	<UNKNOWN>	"perceived injustices imposed by the victors of World War I. American historian William Rubinstein wrote that : The ` Age of Totalitarianism ' included nearly all of the infamous examples of genocide in modern history , headed by the Jewish Holocaust , but also comprising the mass murders and purges of the Communist world , other mass killings carried out by Nazi Germany and its allies , and also the Armenian genocide of 1915 ."	1
